GID	SYMBOL	GENENAME
aug_v2a.15222	ARID2	AT-rich interactive domain-containing protein 2
aug_v2a.12012	ARID2	AT-rich interactive domain-containing protein 2
aug_v2a.08261	Bcor	BCL-6 corepressor
aug_v2a.11922	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha
aug_v2a.23125	Nudt22	Nucleoside diphosphate-linked moiety X motif 22
aug_v2a.11947	Pm20d2	Peptidase M20 domain-containing protein 2
aug_v2a.11948	Pm20d2	Peptidase M20 domain-containing protein 2
aug_v2a.20462	LIN9	Protein lin-9-like
aug_v2a.15700	Prdm14	PR domain zinc finger protein 14
aug_v2a.01424	srrt	Serrate RNA effector molecule-like
aug_v2a.10567	Wdr20	WD repeat-containing protein 20
aug_v2a.10442	v1g186937	Predicted protein
aug_v2a.20503	RAD54L	DNA repair and recombination protein RAD54-like
aug_v2a.10628	ZNF143	Zinc finger protein 143
aug_v2a.01721	Trmt112	tRNA methyltransferase 112-like
aug_v2a.03518	ADAT2	tRNA-specific adenosine deaminase 2
aug_v2a.12449	bop1-b	Ribosome biogenesis protein bop1-B
aug_v2a.18001	AWC38_SpisGene8906	Ribosome biogenesis protein WDR12-like
aug_v2a.23382	E2F3	Transcription factor E2F3
aug_v2a.19187	Rpp40	Ribonuclease P protein subunit p40
aug_v2a.06340	RPP21	Ribonuclease P protein subunit p21
aug_v2a.19732	POLA2	DNA polymerase alpha subunit B
aug_v2a.02881	Prim1	DNA primase small subunit
aug_v2a.01198	Prim1	DNA primase small subunit
aug_v2a.11075	Prim1	DNA primase small subunit
aug_v2a.23080	Prim1	DNA primase small subunit
aug_v2a.23862	POLA2	DNA polymerase alpha subunit B
aug_v2a.19898	POLA1	DNA polymerase alpha catalytic subunit
aug_v2a.23172	Prim1	DNA primase small subunit
aug_v2a.17349	Prim2	DNA primase large subunit
aug_v2a.02373	RPA1	Replication protein A 70 kDa DNA-binding subunit
aug_v2a.15993	LOC106177548	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 isoform X3
aug_v2a.20763	v1g132328	Predicted protein (Fragment)
aug_v2a.10869	POLR2F	"DNA-directed RNA polymerases I, II, and III subunit RPABC2"
aug_v2a.18364	Polr2j	DNA-directed RNA polymerase II subunit RPB11
aug_v2a.14579	POLR2I	DNA-directed RNA polymerase II subunit RPB9
aug_v2a.08907	SCAF8	Protein SCAF8
aug_v2a.16842	SCAF8	Protein SCAF8
aug_v2a.09958	POLR3D	DNA-directed RNA polymerase III subunit RPC4
aug_v2a.05427	Polr3c	DNA-directed RNA polymerase III subunit RPC3
aug_v2a.10247	POLR3GL	DNA-directed RNA polymerase III subunit RPC7-like
aug_v2a.10372	pol	Retrovirus-related Pol polyprotein from transposon gypsy (Fragment)
aug_v2a.16006	v1g10142	Predicted protein (Fragment)
aug_v2a.04893	v1g96946	Predicted protein
aug_v2a.17744	Dr1	Protein Dr1
aug_v2a.23302	Dr1	Protein Dr1
aug_v2a.01485	Tada2a	Transcriptional adapter 2-alpha
aug_v2a.05321	ZZZ3	ZZ-type zinc finger-containing protein 3
aug_v2a.19535	ZZZ3	ZZ-type zinc finger-containing protein 3
aug_v2a.08626	Map3k7	Mitogen-activated protein kinase kinase kinase 7
aug_v2a.12985	CSRP2BP	Cysteine-rich protein 2-binding protein
aug_v2a.15070	Tnni3k	Serine/threonine-protein kinase TNNI3K
aug_v2a.17548	POLE3	DNA polymerase epsilon subunit 3
aug_v2a.13764	Pole4	DNA polymerase epsilon subunit 4
aug_v2a.18410	CCDC101	SAGA-associated factor 29-like
aug_v2a.20378	Yeats2	YEATS domain-containing protein 2
aug_v2a.23602	ERCC3	TFIIH basal transcription factor complex helicase XPB subunit
aug_v2a.14236	Rrp8	Ribosomal RNA-processing protein 8
aug_v2a.20299	UBE2C	Ubiquitin-conjugating enzyme E2 C
aug_v2a.20570	v1g105061	Predicted protein
aug_v2a.04507	ANAPC4	Anaphase-promoting complex subunit 4
aug_v2a.14203	AWC38_SpisGene3290	Ubiquitin-conjugating enzyme E2 S
aug_v2a.22070	v1g235548	Predicted protein
aug_v2a.07126	Cdc27	Cell division cycle protein 27-like
aug_v2a.16778	CDC16	Cell division cycle protein 16-like
aug_v2a.07616	Cdc20	Cell division cycle protein 20-like
aug_v2a.23307	Cdc20	Cell division cycle protein 20-like
aug_v2a.12438	Anapc1	Anaphase-promoting complex subunit 1
aug_v2a.20040	Anapc1	Anaphase-promoting complex subunit 1
aug_v2a.14175	Anapc2	Anaphase-promoting complex subunit 2
aug_v2a.00611	AWC38_SpisGene1136	Uncharacterized protein
aug_v2a.09707	AWC38_SpisGene1136	Uncharacterized protein
aug_v2a.02529	Anapc13	Anaphase-promoting complex subunit 13
aug_v2a.13923	ANAPC5	Anaphase-promoting complex subunit 5
aug_v2a.23139	Anapc2	Anaphase-promoting complex subunit 2
aug_v2a.02924	Fzr1	Fizzy-related protein-like
aug_v2a.21552	CDC23	Cell division cycle protein 23-like
aug_v2a.10881	CDC23	Cell division cycle protein 23-like
aug_v2a.24609	anapc15	Anaphase-promoting complex subunit 15
aug_v2a.16097	Txnl4a	Thioredoxin-like protein 4A
aug_v2a.23692	Txnl4a	Thioredoxin-like protein 4A
aug_v2a.04919	Txnl4a	Thioredoxin-like protein 4A
aug_v2a.20856	tfip11	Tuftelin-interacting protein 11
aug_v2a.05594	LSM5	U6 snRNA-associated Sm-like protein LSm5
aug_v2a.11444	v1g169205	Predicted protein
aug_v2a.08132	sf3b1	Splicing factor 3B subunit 1
aug_v2a.15974	Aar2	Protein AAR2-like
aug_v2a.01245	Ccdc97	Coiled-coil domain-containing protein 97
aug_v2a.24148	Pdcd7	Programmed cell death protein 7
aug_v2a.16674	RBM41	RNA-binding protein 41
aug_v2a.10570	Cenpe	Centromere-associated protein E
aug_v2a.14582	Vwa5a	von Willebrand factor A domain-containing protein 5A
aug_v2a.09218	RECQL4	ATP-dependent DNA helicase Q4
aug_v2a.09219	v1g174598	Predicted protein
aug_v2a.06355	TOP2A	DNA topoisomerase 2-alpha
aug_v2a.06009	UVSSA	UV-stimulated scaffold protein A
aug_v2a.11500	SARC_01071	Uncharacterized protein
aug_v2a.16818	cdk12	Cyclin-dependent kinase 12
aug_v2a.19681	TOP1	DNA topoisomerase 1
aug_v2a.16739	Smchd1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1
aug_v2a.19680	TOP1	DNA topoisomerase 1
aug_v2a.21029	LOC101742097	Uncharacterized protein
aug_v2a.21959	CAPTEDRAFT_179248	Uncharacterized protein
aug_v2a.04709	HIPK2	Homeodomain-interacting protein kinase 2
aug_v2a.03752	Sprtn	SprT-like domain-containing protein Spartan
aug_v2a.15254	Whsc1	Histone-lysine N-methyltransferase NSD2
aug_v2a.17901	Arsj	Arylsulfatase J
aug_v2a.10878	Arsj	Arylsulfatase J
aug_v2a.10907	smc4	Structural maintenance of chromosomes protein 4
aug_v2a.18279	AK830_g12658	Uncharacterized protein
aug_v2a.09453	BCR41DRAFT_311149	p-loop containing nucleoside triphosphate hydrolase protein
aug_v2a.20396	MDC1	Mediator of DNA damage checkpoint protein 1
aug_v2a.17778	v1g181969	Predicted protein
aug_v2a.02211	Setmar	Histone-lysine N-methyltransferase SETMAR
aug_v2a.13497	suv420h1-a	Histone-lysine N-methyltransferase SUV420H1-A
aug_v2a.22563	Prdm9	Histone-lysine N-methyltransferase PRDM9
aug_v2a.07744	Setd2	Histone-lysine N-methyltransferase SETD2
aug_v2a.13208	banf1	Uncharacterized protein
aug_v2a.10685	FAM208A	Protein FAM208A
aug_v2a.24073	ZMYND11	Zinc finger MYND domain-containing protein 11
aug_v2a.24074	ZMYND11	Zinc finger MYND domain-containing protein 11
aug_v2a.05228	Top3a	DNA topoisomerase 3-alpha
aug_v2a.05229	Top3a	DNA topoisomerase 3-alpha
aug_v2a.00586	RAD1	Cell cycle checkpoint protein RAD1
aug_v2a.01523	Prdm9	Histone-lysine N-methyltransferase PRDM9
aug_v2a.17178	SSRP1	FACT complex subunit SSRP1
aug_v2a.14416	TOP1	DNA topoisomerase 1
aug_v2a.15747	v1g200367	Predicted protein
aug_v2a.20588	pme-5	Poly(ADP-ribose) polymerase pme-5
aug_v2a.17893	pme-5	Poly(ADP-ribose) polymerase pme-5
aug_v2a.19838	pme-5	Poly(ADP-ribose) polymerase pme-5
aug_v2a.06792	wrn	Werner syndrome ATP-dependent helicase-like
aug_v2a.21726	SGS1	ATP-dependent helicase SGS1
aug_v2a.00509	SGS1	ATP-dependent helicase SGS1
aug_v2a.16943	POLQ	DNA polymerase theta
aug_v2a.15255	Whsc1	Histone-lysine N-methyltransferase NSD2
aug_v2a.20138	v1g111287	Predicted protein (Fragment)
aug_v2a.22415	DDX27	Putative ATP-dependent RNA helicase DDX27
aug_v2a.16723	RBM19	Putative RNA-binding protein 19
aug_v2a.07601	NEIL1	Endonuclease 8-like 1
aug_v2a.15933	Fbxo11	F-box only protein 11
aug_v2a.07940	v1g117166	Predicted protein (Fragment)
aug_v2a.16859	RECQL5	ATP-dependent DNA helicase Q5
aug_v2a.17360	RECQL	ATP-dependent DNA helicase Q1
aug_v2a.05575	DDX18	ATP-dependent RNA helicase DDX18
aug_v2a.09691	MED34	Mediator of RNA polymerase II transcription subunit 34
aug_v2a.21399	gsp-2	Serine/threonine-protein phosphatase PP1-beta
aug_v2a.16339	LOC106157048	integrator complex subunit 7-like
aug_v2a.18497	AWC38_SpisGene5022	Pumilio domain-containing protein KIAA0020-like
aug_v2a.08369	AWC38_SpisGene5022	Pumilio domain-containing protein KIAA0020-like
aug_v2a.21324	CLSPN	Claspin
aug_v2a.08970	smc4	Structural maintenance of chromosomes protein 4
aug_v2a.09452	smc4	Structural maintenance of chromosomes protein 4
aug_v2a.20604	ncapd2	Condensin complex subunit 1
aug_v2a.05423	v1g245101	Predicted protein
aug_v2a.18300	NSFL1C	NSFL1 cofactor p47
aug_v2a.10807	USP7	Ubiquitin carboxyl-terminal hydrolase 7
aug_v2a.05552	setd1ba	Histone-lysine N-methyltransferase SETD1B-A
aug_v2a.22594	HIPK2	Homeodomain-interacting protein kinase 2
aug_v2a.09411	KIF4A	Chromosome-associated kinesin KIF4A
aug_v2a.16482	Mllt3	Protein AF-9
aug_v2a.14774	MKI67	Antigen KI-67
aug_v2a.07664	v1g207173	Predicted protein
aug_v2a.09889	INCENP	Inner centromere protein
aug_v2a.00206	Supt16h	FACT complex subunit SPT16
aug_v2a.18884	Supt16h	FACT complex subunit SPT16
aug_v2a.12626	Supt16h	FACT complex subunit SPT16
aug_v2a.15949	rnf2	E3 ubiquitin-protein ligase RING2
aug_v2a.22730	rnf2	E3 ubiquitin-protein ligase RING2
aug_v2a.19011	MLH3	DNA mismatch repair protein Mlh3
aug_v2a.10916	MLH1	DNA mismatch repair protein Mlh1
aug_v2a.17069	Bend3	BEN domain-containing protein 3
aug_v2a.14765	Bend3	BEN domain-containing protein 3
aug_v2a.09225	AWC38_SpisGene20299	Uncharacterized protein
aug_v2a.08198	RAB27A	Ras-related protein Rab-27A
aug_v2a.14343	Ppan	Suppressor of SWI4 1-like
aug_v2a.20521	Ppan	Suppressor of SWI4 1-like
aug_v2a.09438	Ppan	Suppressor of SWI4 1-like
aug_v2a.07565	AWC38_SpisGene18231	Ribosomal RNA processing protein 36-like
aug_v2a.02289	zcchc7	Zinc finger CCHC domain-containing protein 7
aug_v2a.19911	SNAPC1	snRNA-activating protein complex subunit 1
aug_v2a.06708	SNAPC1	snRNA-activating protein complex subunit 1
aug_v2a.07050	THAP2	THAP domain-containing protein 2
aug_v2a.01694	kdm2b	Lysine-specific demethylase 2B
aug_v2a.07828	KNOP1	Lysine-rich nucleolar protein 1
aug_v2a.16297	pno1	RNA-binding protein pno1
aug_v2a.08518	nifk	MKI67 FHA domain-interacting nucleolar phosphoprotein-like
aug_v2a.02623	NOL4	Nucleolar protein 4
aug_v2a.08539	nol6	Nucleolar protein 6
aug_v2a.23170	nol6	Nucleolar protein 6
aug_v2a.19704	Lrrk2	Leucine-rich repeat serine/threonine-protein kinase 2
aug_v2a.09394	Nop2	Putative ribosomal RNA methyltransferase NOP2
aug_v2a.11527	AAEL001917	AAEL001917-PA
aug_v2a.15313	nip7	60S ribosome subunit biogenesis protein NIP7-like
aug_v2a.20656	Nol8	Nucleolar protein 8
aug_v2a.21398	prkrip1	PRKR-interacting protein 1-like
aug_v2a.22177	RCL1	RNA 3'-terminal phosphate cyclase-like protein
aug_v2a.10870	v1g194731	Predicted protein
aug_v2a.01301	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8
aug_v2a.01997	NEK11	Serine/threonine-protein kinase Nek11
aug_v2a.04241	Gnl2	Nucleolar GTP-binding protein 2
aug_v2a.15867	GTPBP10	GTP-binding protein 10
aug_v2a.11545	nol10	Nucleolar protein 10
aug_v2a.20454	nol10	Nucleolar protein 10
aug_v2a.19195	TSEN34	tRNA-splicing endonuclease subunit Sen34
aug_v2a.13915	TSEN34	tRNA-splicing endonuclease subunit Sen34
aug_v2a.21447	Lyar	Cell growth-regulating nucleolar protein
aug_v2a.16599	ZNF727	Putative zinc finger protein 727
aug_v2a.12646	L3MBTL1	Lethal(3)malignant brain tumor-like protein 1
aug_v2a.13533	Nsun5	Putative methyltransferase NSUN5
aug_v2a.13862	Nsun5	Putative methyltransferase NSUN5
aug_v2a.21834	Nom1	Nucleolar MIF4G domain-containing protein 1
aug_v2a.17496	Nom1	Nucleolar MIF4G domain-containing protein 1
aug_v2a.22591	ilf2	Interleukin enhancer-binding factor 2-like
aug_v2a.09792	ilf2	Interleukin enhancer-binding factor 2-like
aug_v2a.06494	Rpf2	Ribosome production factor 2-like
aug_v2a.09790	Ftsj3	Pre-rRNA processing protein FTSJ3
aug_v2a.04428	Emg1	Ribosomal RNA small subunit methyltransferase NEP1
aug_v2a.06414	v1g238932	Predicted protein
aug_v2a.16001	v1g238932	Predicted protein
aug_v2a.16002	RRN3	RRN3 RNA polymerase I transcription factor homolog
aug_v2a.10723	Carf	Calcium-responsive transcription factor
aug_v2a.21979	kdm2b	Lysine-specific demethylase 2B
aug_v2a.10271	Adarb1	Double-stranded RNA-specific editase 1
aug_v2a.14258	Chd7	Chromodomain-helicase-DNA-binding protein 7
aug_v2a.20253	GNL3L	Guanine nucleotide-binding protein-like 3-like protein
aug_v2a.02606	ERCC6	DNA excision repair protein ERCC-6
aug_v2a.18550	ERCC6	DNA excision repair protein ERCC-6
aug_v2a.20321	Rev3l	DNA polymerase zeta catalytic subunit
aug_v2a.14025	Kdm5d	Lysine-specific demethylase 5D
aug_v2a.05191	jmjd6	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
aug_v2a.09984	METTL22	Methyltransferase-like protein 22
aug_v2a.05295	WBSCR22	Ribosome biogenesis methyltransferase WBSCR22
aug_v2a.04623	TcasGA2_TC007375	ESF1 homolog-like Protein
aug_v2a.05465	wdr18	WD repeat-containing protein 18
aug_v2a.22606	MDN1	Midasin
aug_v2a.20314	AWC38_SpisGene11269	Pescadillo-like
aug_v2a.09877	diexf	Digestive organ expansion factor
aug_v2a.12414	WDR36	WD repeat-containing protein 36
aug_v2a.12413	BRAFLDRAFT_276592	Uncharacterized protein
aug_v2a.18000	AWC38_SpisGene8906	Ribosome biogenesis protein WDR12-like
aug_v2a.14018	Kdm7a	Lysine-specific demethylase 7A
aug_v2a.08328	Rbm28	RNA-binding protein 28
aug_v2a.08329	Rbm28	RNA-binding protein 28
aug_v2a.09262	NLE1	Notchless homolog 1
aug_v2a.01544	UTP15	U3 small nucleolar RNA-associated protein 15-like
aug_v2a.17286	v1g179224	Predicted protein
aug_v2a.22288	nle1	Notchless protein-like 1
aug_v2a.22746	xrn-2	5'-3' exoribonuclease 2-like
aug_v2a.10030	Rev3l	DNA polymerase zeta catalytic subunit
aug_v2a.16732	SETD4	SET domain-containing protein 4
aug_v2a.14750	AWC38_SpisGene20459	Putative methyltransferase BTM2-like
aug_v2a.13394	mak16-b	Protein MAK16-like B
aug_v2a.16316	nol11	Nucleolar protein 11
aug_v2a.05433	v1g192015	Predicted protein
aug_v2a.09673	TRIADDRAFT_54620	Uncharacterized protein
aug_v2a.22992	nip7	60S ribosome subunit biogenesis protein NIP7-like
aug_v2a.04152	Ftsj3	Pre-rRNA processing protein FTSJ3
aug_v2a.12648	WDR74	WD repeat-containing protein 74
aug_v2a.01874	v1g170367	Predicted protein
aug_v2a.10922	PDCD11	Protein RRP5-like
aug_v2a.12527	PDCD11	Protein RRP5-like
aug_v2a.10921	PDCD11	Protein RRP5-like
aug_v2a.21724	CAOG_004783	Nucleolar protein
aug_v2a.05923	diexf	Digestive organ expansion factor
aug_v2a.17859	Utp6	U3 small nucleolar RNA-associated protein 6-like
aug_v2a.14661	Rsl24d1	Putative ribosome biogenesis protein RLP24
aug_v2a.15422	TRAIP	E3 ubiquitin-protein ligase TRAIP
aug_v2a.11995	TRAIP	E3 ubiquitin-protein ligase TRAIP
aug_v2a.02834	wdr75	WD repeat-containing protein 75
aug_v2a.14691	v1g247138	Predicted protein
aug_v2a.22299	POLR1A	DNA-directed RNA polymerase I subunit RPA1
aug_v2a.03989	POLR1A	DNA-directed RNA polymerase I subunit RPA1
aug_v2a.01425	LAS1L	Ribosomal biogenesis protein LAS1L
aug_v2a.09461	OCBIM_22003459mg	Uncharacterized protein
aug_v2a.05789	Polr2h	"DNA-directed RNA polymerases I, II, and III subunit RPABC3"
aug_v2a.03174	POLR1C	RNA polymerase I subunit C
aug_v2a.05314	POLR1B	DNA-directed RNA polymerase I subunit RPA2
aug_v2a.24055	8023427	"RNA polymerase II second largest subunit (RPB2), putative"
aug_v2a.08275	YTM1	Ribosome biogenesis protein YTM1
aug_v2a.11425	AWC38_SpisGene1827	Uncharacterized protein
aug_v2a.11728	REE1	Regulation of enolase protein 1
aug_v2a.21128	Btbd6	BTB/POZ domain-containing protein 6 (Fragment)
aug_v2a.14212	LZTFL1	Leucine zipper transcription factor-like protein 1
aug_v2a.07516	VWA3A	von Willebrand factor A domain-containing protein 3A
aug_v2a.10114	Hspbap1	HSPB1-associated protein 1
aug_v2a.14415	lrp2bp	LRP2-binding protein
aug_v2a.00294	Gnn	Tetratricopeptide repeat protein GNN
aug_v2a.01462	Wdr53	WD repeat-containing protein 53
aug_v2a.17158	ostf1	Osteoclast-stimulating factor 1
aug_v2a.19216	odf3	Outer dense fiber protein 3
aug_v2a.01168	v1g243823	Predicted protein
aug_v2a.03203	HET-E1	Vegetative incompatibility protein HET-E-1
aug_v2a.20001	LOC106175571	WD repeat-containing protein 17-like
aug_v2a.22726	Pbdc1	Protein PBDC1
aug_v2a.08332	AWC38_SpisGene1835	Uncharacterized protein
aug_v2a.20494	bin3	Bridging integrator 3-like
aug_v2a.00739	DTNBP1	Dysbindin
aug_v2a.16409	PDCD2	Programmed cell death protein 2
aug_v2a.08822	ACBD6	Acyl-CoA-binding domain-containing protein 6
aug_v2a.08824	ACBD6	Acyl-CoA-binding domain-containing protein 6
aug_v2a.12515	tiprl	TIP41-like protein
aug_v2a.06466	Hdac11	Histone deacetylase 11
aug_v2a.18448	pats1	Putative serine/threonine-protein kinase pats1
aug_v2a.04340	HCFC1	Host cell factor 1
aug_v2a.23788	hcfc1	Host cell factor C1
aug_v2a.22121	Trim23	E3 ubiquitin-protein ligase TRIM23
aug_v2a.06398	Erc1	ELKS/Rab6-interacting/CAST family member 1
aug_v2a.02352	Mbtps2	Membrane-bound transcription factor site-2 protease
aug_v2a.18323	ANKIB1	Ankyrin repeat and IBR domain-containing protein 1
aug_v2a.02684	Exosc2	Exosome complex component RRP4
aug_v2a.11529	Exosc2	Exosome complex component RRP4
aug_v2a.12148	EXOSC8	Exosome complex component RRP43
aug_v2a.07292	Exosc4	Exosome complex component RRP41
aug_v2a.02311	EXOSC9	Exosome component 9 (Fragment)
aug_v2a.19819	Exosc1	Exosome complex component CSL4
aug_v2a.08814	Mphosph6	M-phase phosphoprotein 6
aug_v2a.04711	Dis3l2	DIS3-like exonuclease 2
aug_v2a.22193	RAD51	DNA repair protein RAD51-like 1
aug_v2a.10138	thoc5	THO complex subunit 5-like
aug_v2a.03899	thoc5	THO complex subunit 5-like
aug_v2a.10072	NMT1	Phosphoethanolamine N-methyltransferase 1
aug_v2a.04601	NMT3	Phosphoethanolamine N-methyltransferase 3
aug_v2a.20500	PGM1	Phosphoglucomutase-1
aug_v2a.19638	PGM2	Phosphoglucomutase-2
aug_v2a.09876	AWC38_SpisGene8949	"3-hydroxyanthranilate 3,4-dioxygenase"
aug_v2a.11283	HSP110	97 kDa heat shock protein
aug_v2a.06021	Ttk	Dual specificity protein kinase TTK
aug_v2a.06219	TCF12	Transcription factor 12
aug_v2a.22915	WBP2	WW domain-binding protein 2
aug_v2a.21326	v1g248390	Predicted protein
aug_v2a.05129	IPO4	Importin-4
aug_v2a.01375	bmi1a	Polycomb complex protein BMI-1-A
aug_v2a.01374	bmi1a	Polycomb complex protein BMI-1-A
aug_v2a.14454	Gins4	DNA replication complex GINS protein SLD5
aug_v2a.12952	GINS1	DNA replication complex GINS protein PSF1
aug_v2a.10679	GINS1	DNA replication complex GINS protein PSF1
aug_v2a.05023	VPS28	Vacuolar protein sorting-associated protein 28-like
aug_v2a.13298	KCTD20	BTB/POZ domain-containing protein KCTD20
aug_v2a.11327	Ppef1	Serine/threonine-protein phosphatase with EF-hands 1
aug_v2a.01504	AWC38_SpisGene9949	Uncharacterized protein C2orf61-like
aug_v2a.14810	DTD2	Putative D-tyrosyl-tRNA(Tyr) deacylase 2
aug_v2a.23003	Ccdc181	Coiled-coil domain-containing protein 181
aug_v2a.13589	v1g167758	Predicted protein
aug_v2a.23118	Rbpj	Recombining binding protein suppressor of hairless
aug_v2a.07567	ubxn1	UBX domain-containing protein 1
aug_v2a.23727	Csde1	Cold shock domain-containing protein E1
aug_v2a.07203	Btbd6	BTB/POZ domain-containing protein 6
aug_v2a.22504	Btbd6	BTB/POZ domain-containing protein 6
aug_v2a.07339	UNK	RING finger protein unkempt-like
aug_v2a.02531	ANK3	Ankyrin-3
aug_v2a.23874	Sart3	Squamous cell carcinoma antigen recognized by T-cells 3
aug_v2a.04288	ANKHD1	Ankyrin repeat and KH domain-containing protein 1
aug_v2a.07286	Boll	Protein boule-like
aug_v2a.15625	eif4e	Eukaryotic translation initiation factor 4E
aug_v2a.07963	ERF1	Eukaryotic peptide chain release factor subunit 1
aug_v2a.16493	PLS3	Plastin-3
aug_v2a.10963	UPB1	Beta-ureidopropionase
aug_v2a.19068	v1g211696	Predicted protein
aug_v2a.15455	PFKP (1 of many)	"Phosphofructokinase, platelet"
aug_v2a.06874	ACAT2	"Acetyl-CoA acetyltransferase, cytosolic"
aug_v2a.15212	Acss2	"Acetyl-coenzyme A synthetase, cytoplasmic"
aug_v2a.00480	SULT3A1	Amine sulfotransferase
aug_v2a.15411	aldh9a1a	Aldehyde dehydrogenase family 9 member A1-A
aug_v2a.24643	ALN	"Allantoinase, mitochondrial"
aug_v2a.21271	H671_4g12094	Aminoacylase-1A-like protein
aug_v2a.19088	AWC38_SpisGene16366	"Arylamine N-acetyltransferase, pineal gland isozyme NAT-3"
aug_v2a.17644	SULT3A1	Amine sulfotransferase
aug_v2a.15510	CA2	Carbonic anhydrase 2
aug_v2a.19367	ASRGL1	Isoaspartyl peptidase/L-asparaginase
aug_v2a.03559	KP79_PYT04949	Aspartate aminotransferase
aug_v2a.24046	AGL	Glycogen debranching enzyme
aug_v2a.13805	AGL	Glycogen debranching enzyme
aug_v2a.05691	SAT2	Diamine acetyltransferase 2
aug_v2a.16249	Ggps1	Geranylgeranyl pyrophosphate synthase
aug_v2a.06098	MYBL2	Myb-related protein B
aug_v2a.14820	DPH5	Diphthine synthase
aug_v2a.10202	AMK59_8560	Peptidase
aug_v2a.11005	v1g189660	Predicted protein
aug_v2a.11003	LOC106161659	putative aminopeptidase W07G4.4
aug_v2a.11004	lap-2	Putative aminopeptidase W07G4.4
aug_v2a.15227	NPEPL1	Putative aminopeptidase NPEPL1
aug_v2a.03578	POL	Retrovirus-related Pol polyprotein
